tweets,languages_spacy,languages_langdetect
"@arawak971 @DevoxxFR @sii_ouest Mais je n'y étais pas à celle-là, si ? Attends... Ah ben non XD",unknown,fr
"RT @geoffray_ippon: Toujours sympa de recevoir des nouvelles importantes de @DevoxxFR 
La tradition ça a du bon ;-) https://t.co/TqwSf6jfD5",fr,fr
@michelle_avomo @DevoxxFR @SoatGroup Belle maîtrise de l'IDE 😉,unknown,fr
Back to school on NLP with the only @aagahi himself at #DevoxxFr! https://t.co/kPSSTRDqRN,en,en
Encore et toujours l'importance de bien nommer les choses... @FGRibreau #DevoxxFR #api https://t.co/0Jc1GEoCy3,unknown,fr
RT @jefrajames: Excellent talk of @delabassee on @java and @Docker at @DevoxxFR https://t.co/VfmW9aKcjS,en,sv
"Traitement automatique du langage ( #NLP ) sur du texte, présenté par @aagahi. #DeepLearning #DevoxxFR #Devoxx https://t.co/Es392LzSIg",fr,fr
@geoffray_ippon @DevoxxFR Dommage on ne t’a pas vu cette année,fr,fr
"RT @jfrog: ""Tu ne sais rien, Jon Snow ... "" mais Jon de la Maison JFrog @RoquelaureJ a les réponses … Ne manque pas son talk à @DevoxxFR à…",fr,fr
#DevoxxFR Votre API web passe-t-elle les 50 points du contrôle technique avec @FGRibreau en Amphi Bleu https://t.co/BerDy05oes,fr,fr
"Ce soir à 18:45 venez tenter de gagner une Nintendo Switch chez les @lescastcodeurs à @DevoxxFR (et oui, il y a de… https://t.co/CWLYk08VkO",fr,fr
On attaque la première conf de l'après midi a #DevoxxFr avec @FGRibreau et son contrôle technique pour API @DevoxxFR https://t.co/DRvS5mhl1q,fr,fr
#conference #IA #app against humanity by @joel_belafa #DevoxxFR https://t.co/snNMZX4jIx,en,en
@_christ_off_ @DevoxxFR @ZenikaIT Merci!!!,en,de
Votre API passe-t-elle le contrôle technique ? #DevoxxFR https://t.co/4L1gFYotOL,fr,fr
RT @gblondelle: Ready for the meet and greet at #DevoxxFR! Come and tell to us about Eclipse @MicroProfileIO ! https://t.co/cFOHd6oYJI,en,en
"RT @Muriel_Nicou: Bravo pour ton talk @guiChervet (et Monsieur s’est offert le plus gros amphi en + !!! #impressionnant 👏)! 

nb: par contr…",fr,fr
#AXA #DevoxxFR ⁦@AXAJobs_fr⁩ https://t.co/u3EORKHUmB,en,en
"RT @AzadehGuilly: @guiChervet @DevoxxFR Ravie d’être là pour te voir @guiChervet , #DevoxxFr https://t.co/TqbwchWkyE",fr,fr
RT @leonorelah: Last day at @DevoxxFR and we have 3 great talks from @CriteoEng 💪 Let’s rock #devoxx @nhelleringer @vizionr and @jpbempel 🎉…,en,en
"Hope you had a great lunch @DevoxxFR as usual ;) If you are looking for what you can listen this afternoon, why not… https://t.co/5xO4rNF8GA",en,en
"API flight check list by @FGRibreau In the era of massive breaches, RGPD, and just to avoid looking like a fool thi… https://t.co/e85nAlxP51",en,en
"@guiChervet Bonjour Guillaume, superbe présentation à Devoxx mais j'ai dû partir avant la fin . Allez-vous mettre e… https://t.co/fADY1oeomv",fr,fr
RT @jumege: We were very happy to meet our technical partner @RS2i_ @DevoxxFR 👍! @LauraBalp @bonitasoft https://t.co/1nBi0v4aP1,en,en
"En amphi bleu avec @bogatyr33 @SQLI_FR pour ""Votre api Web passe-t-elle les 50 points du contrôle technique?"" par… https://t.co/gsr7uCQB70",fr,fr
Et maintenant @Audrey_Neveu nous parle de #microfrontend ! #DevoxxFR https://t.co/hKEKvlGL4c,unknown,fr
Petite session #DevoxxFR posay en amphi https://t.co/eHB9SOTaCB,en,fr
"Les slides de ma présentation ""Comprendre les GC à faible latence"" en version director's cut #DevoxxFR https://t.co/scvYj2BigM",en,fr
Le front est il prêt pour les microservices ? Réponse dans quelques instants #DevoxxFR https://t.co/nZo0mOVMyZ,fr,fr
@Audrey_Neveu c'était bookmark et j'y suis 👍 #DevoxxFR https://t.co/YuUw87jnNj,en,fr
RT @SQLI_FR: #Événement Et c'est reparti pour la dernière journée du #DevoxxFR avec notre super Innovative Tech Team @DanaruDev @BallanRoma…,fr,fr
Slides super interessants de @estelandry sur la #SurchargeFeaturale. Justement thème abordé en #DevoxxFR. A lire ab… https://t.co/jIKUu3xRVL,unknown,fr
Mais aussi un pull et deux blousons abandonnés au vestiaire https://t.co/tbDgEhD7DK,fr,fr
"#DevoxxFR u
Prêt pour du lourd, du sérieux, les gc  faible latence dans la jvm avec @jpbempel . Hâte que ça commence https://t.co/oSqTxvd7WA",fr,fr
Un petit séjour au CES? #AXA #DevoxxFR @AXAJobs_fr https://t.co/DiubGl2Ta7,fr,fr
RT @StrangeCousin: Quand @desmfr surveille le stand à #devoxxFR #OSSbyMAIF #laBagarre https://t.co/WCnpfNECHr,unknown,fr
Selfi collant en direct de #DevoxxFR https://t.co/HKFPoeS1rm,en,ca
"RT @Agile_Mindset: Passez me voir à #DevoxxFR stand B12, si vous voulez apprendre à faciliter des réunions efficaces à l'aide d'un jeu séri…",fr,fr
"Les slides et un article de blog sur ma présentation ""Déploiement de vos secrets applicatifs : Hashicorp Vault et l… https://t.co/PDBYtPAWhl",fr,fr
"En pleine répet de mon talk @rustlang @DevoxxFR , IntelliJ qui pete les plomb et décide que les shortcut c'est plus… https://t.co/UAl3idUchE",fr,fr
The marvelous @Audrey_Neveu is ready to start her talk @DevoxxFR https://t.co/Ubbip7dEOp,en,en
"Objets trouvés: 2 étuis lunettes, 1 chargeur, 1 téléphone https://t.co/1vCjiER75W",fr,fr
RT @arawak971: Un projet qui vaut le détour !! @DevoxxFR @sii_ouest @KillianMaitre https://t.co/nKXiMUZglx,unknown,fr
Une petite conf sur les Micro frontends histoire de se détendre après le repas @DevoxxFR @SQLI_FR #devoxxfr présent… https://t.co/icfR2k0MsK,fr,fr
"Les bonnes pratiques en JavaScript et avec les micro-services pour croître et tenir la charge, c'est le retour d'ex… https://t.co/3hEF6wfE1c",fr,fr
#DevoxxFR #askTheJavaArchitect https://t.co/T8u1oADgs2,en,en
RT @jullienzan: Je ne suis pas le seul représentant du @ToulouseJug à #DevoxxFr : @bluxte et Gaël sont là aussi !😃 https://t.co/Vq4pLTnvF1,fr,fr
"RT @mimigreg: Cécité ne rime pas avec débilité, les mal voyants ont leurs débiles mais les bons voyants aussi #DevoxxFR https://t.co/OPZsib…",fr,fr
"RT @dwursteisen: 👋 Demain je serai avec @JeremMartinez pour parler de notre expérience sur #gradle : ce qu'on a aimé, nos difficultés, … 
E…",fr,fr
"Dernière vague de conférences avant de dire au revoir au #DevoxxFR 2019 ! Avec un sacré programme : @Audrey_Neveu,… https://t.co/bXbF7Lbwdg",fr,fr
"@marie_viley @DevoxxFR @ZenikaIT merci pour le talk
See you in hell(fest) !
🤘",en,nl
"RT @EaGuerch: Puis foncez voir @oyouf à 16:45 pour ""Repenser son application React avec les Hooks"" #devoxxfr @AXAJobs_fr #AXAGuilDEV https:…",unknown,fr
RT @ZenikaIT: [#DEVOXXFR] Ces outils qui nous permettent de créer un design système clé en main sont très pratiques. Mais tout le monde les…,fr,fr
We were very happy to meet our technical partner @RS2i_ @DevoxxFR 👍! @LauraBalp @bonitasoft https://t.co/1nBi0v4aP1,en,en
"Trop fort les @DevoxxFR : Ils ont invité les nouveaux #daftpunk à se produire en salle Paris 243 à 16h45
#devoxxfr https://t.co/ZHtYvVb3d3",fr,fr
Why don’t I win a trip to CES? #AXA #DevoxxFR #AXAJobs_fr https://t.co/2Q3RGihzRn,en,en
C'est la foule sur notre stand ! #devoxxfr #ouisncf #ouisncf_news https://t.co/dSPI8DOn0l,fr,fr
Une bouffée de vitalité oxygénée avec #MureXperience à #DevoxxFR ! https://t.co/HuJ3IRGD5N,fr,fr
"#DevoxxFr remonte à classement du food driven conferencing, y’a du rab’ de sandwichs cc @christopheml https://t.co/2nSWsPCmNq",en,fr
Super talk de @michelle_avomo qui nous a parlé des bonnes pratiques de nommage pour avoir un code propre. Et tout c… https://t.co/Gjrpl66tVo,fr,fr
@michelle_avomo nous montre l’intérêt du clean code avec une démo levant le mystère sur du code offusqué 👍#DevoxxFr… https://t.co/vmftjLDomL,fr,fr
#Axa #DevoxxFR @AXAJobs_fr https://t.co/SGu2TZkVMT,en,ca
"👍 Merci d'être venus nous voir parler de @ciliumproject avec @eric_briand au @DevoxxFR !
Les slides 📊 sont dispos i… https://t.co/7PhMlxkuIO",fr,fr
"#resilience4j features (circuit breaking, rate limiting, bulkheading, etc) and the @netflix algorithm to begin to r… https://t.co/dTuIQBCeWz",en,en
"Test those techniques on your spouse this weekend in order to die a painful death, thanks @marie_viley ! 😬 #DevoxxFR",en,en
"RT @kanedafromparis: Nice OpenSource project DIYRobocar @RenaultDigital_ 
#DevoxxFr #Renault https://t.co/1bkJGILi3x",en,ro
"A #DevoxxFr, Tu es tellement loin @michelle_avomo ... Et la salle est pleine pour te voir !! TropLaClasse.bienNomme… https://t.co/NbeGtUs2PH",fr,fr
"Bravo pour ton talk @guiChervet (et Monsieur s’est offert le plus gros amphi en + !!! #impressionnant 👏)! 

nb: par… https://t.co/7SOyHHrTR9",fr,fr
Pour parler travail en remote @ Docker. C’est à #devoxxfr amphi bleu après la sieste vers 3h30. Et contrairement à… https://t.co/aDF317bVdH,fr,fr
"Le handson sur les Google cloud fonctions est en cours et le podium reste serré, la tension monte pour savoir qui v… https://t.co/gEh0kA5Dks",fr,fr
"Nice OpenSource project DIYRobocar @RenaultDigital_ 
#DevoxxFr #Renault https://t.co/1bkJGILi3x",unknown,ro
@volkaert is explaining why @netflix is abandoning #hystrix and recommand the users to do the same at @DevoxxFR (yo… https://t.co/Ad1DyQ8IIF,en,en
Le Café Philoxx c'est maintenant https://t.co/Bwv3pMigoj,en,fr
J'ai pas du tout oublié de push une partie des informations de mon talk sur https://t.co/Eb7CfYXnTv ! #DevoxxFR,fr,fr
RT @Nilhcem: Here's what my heart rate looks like when giving a talk at @DevoxxFR - 140BPM when the presentation starts (at home usually ar…,en,en
Voici les slides de mon talk avec @nityany sur les optimisations de @ApacheSpark fait à @DevoxxFR. Merci #DevoxxFr… https://t.co/pRB2Bckn0t,fr,fr
RT @gauthier_poulet: C'est parti ! @StrangeCousin @DevoxxFR @MAIF https://t.co/QXT8UZ6MMN,unknown,fr
"Join me for my talk @Micronautfw, Dragon-Slayer (Spring/boot) or just another framework in room 253… https://t.co/JwZtpymGvI",en,en
Everyone is going to be paranoid at work about people helping them next week #DevoxxFR,en,en
La #Chocolateam s'est pas mal débrouillée #escapegame #bonitsoft #devoxxfr #onepoint https://t.co/Jcnar5dpr5,en,fr
@fteychene @vdwxv @DevoxxFR Rrrhhaaaaa... Ce que je me loupe 🤩,unknown,fr
Techniques de manipulation #DevoxxFR https://t.co/Piqsqj89Or,en,fr
"3 techniques de manipulation positive par @marie_viley au #DevoxxFr 🤘
@ZenikaIT @ZenikaNantes https://t.co/b4PmDTpvo6",en,fr
"#Vega et dataviz, avec @StrangeCousin et beaucoup d'amour #DevoxxFR
#développeurmilitant
#OSSbyMAIF https://t.co/uHSQ9CyXNs",fr,fr
"#DevoxxFR #Hystrix is dead : long live #Resilience4j and #AdaptiveConcurrencyLimits !
@volkaert",en,en
@LysLeonard on stage à #DevoxxFr : ton shitcoin en 15 minutes! https://t.co/QWHjIm4oMv,en,fr
"Venez https://t.co/M3RuCFKq6T !!!!
#DevoxxFR https://t.co/0HyxiL45MS",en,de
C’est parti pour @StrangeCousin #Vega #DevoxxFr https://t.co/6Ze3NgN633,unknown,fr
"« 3 techniques faciles de manipulation »: salle comble 🤣🧐👍🏻 par @marie_viley
#DevoxxFR https://t.co/DD6U519Dht",en,fr
"@PaulWebSec Le talk a été filmé, il sera dispo dans les semaines qui arrivent sur la chaîne youtube de devoxxfr. On… https://t.co/nH2UuS9gD3",fr,fr
Pour changer de #Fortnite à #DevoxxFR ! https://t.co/DAnvUHr2I7,en,fr
"RT @ekino_France: Rendrez-vous au stand G3 pour le 2e quiz de la journée ! Tentez de remporter un des lots @ekino_France !
#DevoxxFR",fr,fr
C'est parti ! @StrangeCousin @DevoxxFR @MAIF https://t.co/QXT8UZ6MMN,unknown,fr
"Quickie about manipulation by @marie_viley : How to do it, how to avoid it #DevoxxFR
@ekino_France",en,en
RT @6sko59: @delabassee donne une explication détaillée pour réduire de 90% la taille d'une app java dockerisée #java @DevoxxFR https://t.c…,fr,fr
"Rendrez-vous au stand G3 pour le 2e quiz de la journée ! Tentez de remporter un des lots @ekino_France !
#DevoxxFR",fr,fr
@TrungUtt talk on sourcemaps is about to start @DevoxxFR  🙂 https://t.co/5VlbxGtZ6j,en,en
Un petit quickie de 15min sur le framework ihm VEGA au @DevoxxFR #DevoxxFR. .. Ça pourrait nous faciliter la vie su… https://t.co/Qjq3AdKvvj,fr,fr
@DevoxxFR petite question :)  pourquoi est-ce qu'il n'y a pas eu de t-shirts devoxx pour cette année ?,fr,fr
"RT @JulienTopcu: La bienveillance au travail par Olivier Lajous
#DevoxxFR https://t.co/1f88gfYxhY",unknown,fr
@TrungUtt nous parle de sourcemap @DevoxxFR 👌 https://t.co/8Y9zkbptDW,en,fr
Un projet qui vaut le détour !! @DevoxxFR @sii_ouest @KillianMaitre https://t.co/nKXiMUZglx,unknown,fr
Il y a une borne taiko no tatsujin à #DevoxxFR 😎 trop cool :O https://t.co/9YxDlpa1je,unknown,fr
RT @NicolasKuentz: En direct de la #DevoxxFR avec l'équipe @SFEIRStrbg https://t.co/iRFae60c10,en,fr
"@sdeleuze @DevoxxFR @springboot @r2dbc Merci pour ton talk, j’ai beaucoup aimé et appris en même temps. https://t.co/BfbJ74Ll2I",fr,fr
"Ils sont prêts. Presque prêts :B
#ai #ar #devoxxFR https://t.co/CKVZID4V3g",fr,fr
Mon talk sur @HashiCorp Consul à @CriteoEng où l'on parle de Discovery et #ServiceMesh au #DevoxxFR sera en salle n… https://t.co/qZHlqp64v2,fr,fr
Noté ? #devoxxfr https://t.co/YDw1fDNN7K,en,fr
"Dans 10 minutes commence le talk de @michelle_avomo ""Clean code : Le nommage"" #DevoxxFR https://t.co/lF95uS7kvM",en,fr
Les files d'attente pour le miam sont Infernales à #DevoxxFR Une relativement bonne discipline règne cela dit.,fr,fr
@marie_viley @DevoxxFR @aurelie_schuler @ZenikaIT @SQLI_FR 3 techniques facile de manipulation. Encore une speakeri… https://t.co/J2bYWhzYZu,en,fr
"RT @takimafr: #DevoxxFR : Dernier jour !!

Profitez de ce dernier jour pour venir nous rencontrer sur notre stand P5 et tenter de gagner un…",fr,fr
"Oups tellement captivé par le talk de @sdeleuze  à @devoxxfr sur Kotlin dans Spring (stack MVC, ou Flux) je n'ai pa… https://t.co/hCjP33v6jW",unknown,fr
"RT @takimafr: #DevoxxFR : Venez calmer vos ""nerfs"" 😉😊 sur notre stand @takimafr !
Rdv en P5 avec vos collègues pour une partie  !

#event #…",fr,fr
#AXA à la #DevoxxFR fait gagner un voyage au CES de Las Vegas ! @AXAJobs_fr https://t.co/tGMqB6WszB,fr,fr
"Faites comme @NetflixFR , @volkaert va nous parler de résilience et circuit breaking em quickie #DevoxxFR https://t.co/DOqtdVmE4Z",fr,fr
"RT @doppelganger9: @SiegfriedEhret nous présente @sveltejs et Sapper 
#DevoxxFR https://t.co/Mc0TaLMYsX",unknown,no
RT @ptitbob: Dernier jour à @DevoxxFR 😢 https://t.co/o7LP7QNRFx,unknown,fr
RT @romaintaz: Merci @AlainHelaili ! #Github #SocieteGenerale #OpenSource #DevoxxFR #Digital #Code #Yolo #Hashtag https://t.co/2qpK5B3Jm9,unknown,en
"RT @msdev_fr: 📢 Dernier jour à #DevoxxFR : retrouvez l'ensemble de l'équipe #Microsoft au stand P06 pour échanger sur vos problématiques, p…",fr,fr
RT @k33g_org: REST API at @DevoxxFR https://t.co/yJD7HuwqsY,en,da
RT @jefbinomed: Aujourd'hui retrouvez moi @DevoxxFR salle 241 a 14h30 pour discuter web et plus spécifiquement #houdinicss  @SFEIRNantes @S…,fr,fr
RT @BnJ25: On se retrouve fin de matinée à 11h45 en salle Paris 241 à @DevoxxFR pour parler #metrics #tracing #observability avec @francois…,fr,fr
RT @LunatechFR: En direct de #devoxxfrance2019  Aidez @ZuuKaPowaa ... à gagner le lot du jour en likant cette photo #devoxxfr #DevOps #Kotl…,unknown,fr
En direct de #devoxxfrance2019  Aidez @ZuuKaPowaa ... à gagner le lot du jour en likant cette photo #devoxxfr… https://t.co/NsdmZmETSR,en,fr
RT @idriss_neumann: @jpetazzo is talking about burnout 🔥 at @DevoxxFR https://t.co/VJXfPqjRZr,en,en
"@ekino_France vous attends au stand G3 pour le premier quiz de la journée !
Venez tenter de gagner une Raspeberri Pi !
#DevoxxFR",fr,fr
"Présentation de la mutation et de l'amplification de test par Caroline Landry, y a plus qu'à...tester #stamp… https://t.co/skXvdkdA3z",unknown,fr
"Quand la recherche est invitée à #DevoxxFR, ça donne un talk super inspirant sur les tests : extreme mutation et te… https://t.co/S1gFRorvOA",fr,fr
"Merci pour la présentation d'aujourd'hui @aurelievache
Pleins de tricks hyper sympa pour faire du kubernetes. #Devoxxfr 🙌",fr,fr
"A #DevoxxFr, la salle est pleine a craquer pour Spring Kofu présenté @sdeleuze ! Super features en perspective (R2D… https://t.co/74IKxYQmGH",fr,fr
@opencensusio est un framework disponible dans les principaux langages et permettent d'exposer facilement des trace… https://t.co/vGQhwGbx9p,fr,fr
"📢 Cet après-midi, ne manquez pas le talk de @cmaneu, @sbovo et @danvy à #DevoxxFR 
🎙 Intégrer de l'Intelligence Art… https://t.co/5YVv96gdfr",fr,fr
#SketchNotes sur la conférence « Créer et développer une communauté open source » de @juliendubois de @java_hipster… https://t.co/2maUkqJd5j,fr,fr
RT @sebi2706: Time for some @GraviteeIO and @keycloak by @gui_gillon ! #devoxxfr https://t.co/W7vGg6wuuK,en,en
Merci à toutes et à tous qui sont venus nous écouter parler de l'intelligence artificielle pour tous ! Salle pleine… https://t.co/3rKR27TVww,fr,fr
RT @deniswsrosa: Last day of #DevoxxFR!  Don't forget to come to our booth to grab your tee https://t.co/Ca3Gz09O66,en,en
"RT @deniswsrosa: Hey #devoxxfr, Today we are giving away a Nintendo Classic! Don't forget to come to #Couchbase booth for a chance to win i…",en,en
"@gnuraph @idriss_neumann @DevoxxFR @jpetazzo @duuuuckman L'aspect ""je me mesure moi même est instructif aussi"".",fr,fr
"Hier, nous étions au Meet &amp; Greet #Devoxx. Merci à @DevoxxFR pour l'organisation, c'était TOP ! 😀 Merci aux interve… https://t.co/k6zZNS1V0r",en,fr
RT @karesti: And @kastwey in @DevoxxFR #devoxxfr #accesibility #webpourtous https://t.co/3ti6llX0lD,en,en
"RT @SFEIRNantes: Venez voir la conférence de @jefbinomed ""Faisons de la Magie avec Hoodini.CSS"" 🧙‍♂️ aujourd'hui à @DevoxxFR, salle 241 à 1…",fr,fr
RT @gbloquel: #devoxxfr Api Tooling Opensource #RedHat #microckio #apicurio #openshift #3scale par @lbroudoux et @nmasse_itix https://t.co/…,unknown,fr
"RT @noel_mace: Cette dernière matinée au #Devoxxfr sera pour moi #APIs Design (#devrel 😉) avec @RedHat, @nmasse_itix &amp; @lbroudoux suivi de…",fr,fr
RT @RedHat_France: [#LiveTweet] au #Devoxx : faites comme les passionnés venus tenter de gagner leur t-shirt #RedHat et passez nous voir au…,fr,fr
"""Il est important de modéliser vos API en domaines fonctionnels"" par @guiChervet =&gt; Importance du  #DDD et des boun… https://t.co/1Qaej0RLki",fr,fr
Hands-on #Clojure à #Devoxx. Merci @DevoxxFR pour nous avoir permis de réaliser cet atelier et merci aux participan… https://t.co/lFKSgWPAEi,fr,fr
Ça plane chez #murexperience #devoxxfr https://t.co/0tJnJ10N9S,unknown,fr
The place to be @DevoxxFR! https://t.co/YUwEecSD7j,en,en
"WSDL - - &gt; OPENAPI  #DEVOXXFR 
what the heck https://t.co/WewwgS0Xre",en,en
"""Comment concevoir une API RESTful ?"" avec @guiChervet #DevoxxFR https://t.co/CR8Z87WVtS",unknown,fr
We’re giving demos and passing out squeezy Stans in booth S15 at @devoxxfr! Get one before they're gone! https://t.co/dCBbTafzeE,en,en
RT @acaopro: Looking forward to organizing my own competition for refactoring like Sonar Smash @Work_at_Murex… https://t.co/d6poAfZFAB,en,en
RT @brugidou: I'm at @DevoxxFR with the @CriteoEng team! Come over if you want to talk about SRE topics! https://t.co/jIVT5UZadR,en,en
RT @karesti: @idriss_neumann @DevoxxFR @kastwey here you are!,en,af
"RT @cdams86: Le chorizo est servi sur le stand de #ThalesDigitalFactory !
Venez vite nous voir, il n’y en aura pas pour tout le monde
@Devo…",fr,fr
Flow en kotlin dans les coroutines #DevoxxFR https://t.co/CAZGcXCHan,unknown,fr
RT @OuldElyMohamed: #DEVOXXFR #IA #sodifrance pour une IA éthique #UE https://t.co/dRqoVxiZ43,unknown,fr
"Pitié pas de vidéo en boucle dans vos pres ( surtout en plein écran), ça rend malade... #DevoxxFr",fr,fr
[#DEVOXXFR] Qui a déjà acheté quelque chose sans en avoir besoin ? Est allé à une soirée sans aucune envie ? Tout l… https://t.co/ABx0MqWQYt,fr,fr
"Les 3 piliers de l'observabilité : les métriques, les traces et les logs. @BnJ25 et @francoissamin à #DevoxxFR . https://t.co/vdUW74a5Dj",fr,fr
RT @DevoxxFR: Now @davidmytton is presenting Philosophy of HumanOps at #devoxxfr https://t.co/dfQCAqCurm,en,en
And @kastwey in @DevoxxFR #devoxxfr #accesibility #webpourtous https://t.co/3ti6llX0lD,en,en
@vdwxv qui nous parle de programmation modulaire @DevoxxFR 👍 https://t.co/bY8Vi85GL6,unknown,fr
@idriss_neumann @DevoxxFR @kastwey here you are!,en,en
"Spring Boot avec Kotlin, Kofu et les Coroutines avec @sdeleuze #DevoxxFR https://t.co/NsMET9cPee",fr,fr
"Passez me voir à #DevoxxFR stand B12, si vous voulez apprendre à faciliter des réunions efficaces à l'aide d'un jeu… https://t.co/nrNwGzcE8j",fr,fr
Présentation passionnante de @CeliaHodent sur l'UX dans les jeux vidéo à @DevoxxFR ce matin. 45 minutes très riches… https://t.co/2PzK5dt1KP,fr,fr
RT @_ajolly: #quarkus ou comment enterrer les trolleurs de Java sur la taille mémoire et la rapidité de lancement! ça m'a l'air d'être plus…,fr,fr
"RT @jfrog: ""Tu ne sais rien, Jon Snow ... "" mais Jon de la Maison JFrog @RoquelaureJ a les réponses … Ne manque pas son talk à @DevoxxFR de…",fr,fr
[#DEVOXXFR] @loicmathieu vous présentera en 15 minutes ses premiers pas en Deeplearning : classification d'image et… https://t.co/b0FMK1865J,fr,fr
Customisation du fameux canard au stand @ZenikaIT @DevoxxFR! #TuneTonDuck https://t.co/5xfK5oSecM,en,fr
"RT @kanedafromparis: JVM and container with @delabassee remind us that FROM Java is deprecated.
Thanks 
#DevoxxFr #Java #Docker https://t.c…",en,en
Un voyage à Vegas pour le CES ? #AXA #DevoxxFR ⁦@AXAJobs_fr⁩ https://t.co/PoeZ2qbZgN,fr,fr
James Burnie is talking about #quantum computing and #qbits at @DevoxxFR https://t.co/twZMts2Bxo,en,en
"RT @DanaruDev: Créer et développer une communauté open source par @juliendubois, c'est dans quelques minutes à @DevoxxFR avec l'équipe @SQL…",fr,fr
🔛Corporate jusqu'au devant de la scène avec son Tshirt #AXA ! 📢Notre @guiChervet national est #Ready pour parler… https://t.co/NqMLOo0GZf,fr,fr
C’est l’heure de la prez de @vdwxv ! /cc @wgoedel #DevoxxFR https://t.co/uidQqw8iT9,en,ca
"@vmassol @lescastcodeurs @DevoxxFR ah oui, tout de même 😄",fr,fr
Un petit mot pour vous dire que ne pourrais malheureusement pas être là pour fêter les 10 ans des @lescastcodeurs A… https://t.co/qL1tHJzMdX,fr,fr
"RT @ArollaFr: Aujourd’hui à 16:45 en 252AB, retrouvez notre @cyriux pour son talk “Hexagonal at Scale, ou l'art de découper et organiser se…",fr,fr
"Métriques, traces, observabilite ... des sujets qui nous sont chers chez @IneatLab ! Découverte d' @opencensusio au… https://t.co/101hpcBEL0",fr,fr
Merci aux reporters de choc #AXAGuilDEV de me faire vivre le talk de @guiChervet de mon canapé pendant mon RTT ! Qu… https://t.co/ka7EECZXNP,fr,fr
"RT @lecampusazure: Présent à #DevoxxFR pour parler #Azure, j'ai le plaisir de croiser beaucoup de mes collègues de la @SocieteGenerale. cc…",fr,fr
RT @IneatLab: Présentation des méthodes des tests de performance au #DevoxxFR : point trop souvent délaissé et pourtant essentiel. #develop…,fr,fr
Pas mal de monde dans notre workshop avec @dicaormu sur aws dans @DevoxxFR https://t.co/kYgEactC4C,fr,fr
"RT @JuLovesNewStuff: One tool to fight bias in #AI: the adversarial debiasing, so another model that plays the other side's advocate. Via @…",en,en
RT @Czajkowski: Rocking the #Couchbase demos at #devoxx #DevoxxFR with @deniswsrosa #nosql #Java https://t.co/JB8r1NLPF8,en,en
"RT @MicroProfileIO: Venez découvrir @jakartaee et @MicroProfileIO par la théorie et la pratique à notre conférence @DevoxxFR ""Oubliez Java…",fr,fr
The demonstration on N1QL was very impressive. @SQLI_FR @DevoxxFR @deniswsrosa @CedricClovel https://t.co/5uWYRvVg35,en,en
"Amphi de ~800 personnes à nouveau plein pour la prez ""concevoir API REST"" au @DevoxxFR #DevoxxFR @PagesJaunesTech https://t.co/MasB2v1L4j",fr,fr
"Comment concevoir une API RESTful avec @guiChervet a #DevoxxFR
 @AXAJobs_fr #AXAGuilDEv #AXA https://t.co/QdtxNfaaSm",unknown,fr
"RT @JulienTopcu: Comment concevoir une API Restful par @guiChervet 

#DevoxxFR https://t.co/0NgAPecYhF",en,fr
"Introduction à @reasonml très instructive avec l'excellente @AmelieBenoit33.
Passionnant! #DevoxxFR https://t.co/nGYlV9xgLF",en,fr
"#DevoxxFR : dernier jour pour rencontrer les équipes de #SOFTEAMGroup, échanger avec nos experts #Java #DevOps et n… https://t.co/wxBde968DW",fr,fr
Comment concevoir une API RESTful ? #DevoxxFr https://t.co/nBr1iHUUQi,en,fr
"Comment concevoir une API Restful par @guiChervet 

#DevoxxFR https://t.co/0NgAPecYhF",en,fr
RT @sdeleuze: Mon talk @DevoxxFR c'est à 11h45 en salle Paris 242 AB. On va transformer une application @springboot Java vers Kotlin en 4 é…,en,fr
REST API at @DevoxxFR https://t.co/yJD7HuwqsY,en,nl
From classic SpringBoot to idiomatic Kotlin with @sdeleuze and holy crap how popular Kotlin is now #DevoxxFR… https://t.co/4SsToj5BD4,en,en
"@guiChervet @DevoxxFR Ravie d’être là pour te voir @guiChervet , #DevoxxFr https://t.co/TqbwchWkyE",fr,fr
"@BnJ25 et @francoissamin nous présentent ""Métriques, traces: instrumenter votre code avec Opencensus"" à #DevoxxFR (… https://t.co/KaR1x0mD0f",fr,fr
"Deuxième journée au #DevoxxFR, et on attaque par un peu de REST avec @guiChervet @DevoxxFR https://t.co/xILcZeljCA",fr,fr
Comment concevoir une API RESTful avec @guiChervet en Amphi Bleu #devoxxfr https://t.co/Ip2vr39L03,unknown,fr
@DevoxxFR Api restfull avec @guiChervet @AxaWebcenter https://t.co/dl8OGgxX25,en,en
RT @lavajug: @juliendubois qui cite @danielpetisme lors de son talk au #DevoxxFr : done 😎 https://t.co/CJwhR6oR1L,en,fr
RT @holly_cummins: General life tip from @CeliaHodent: “we cannot pay attention to tutorial texts while busy killing zombies.” :) #DevoxxFr,en,en
"Interesting presentation about ""#AI pour tous"" #Devoxxfr #MureXperience @Work_at_Murex https://t.co/Kn0X6tlaS8",en,en
Prêt pour s'exploser le cerveau avec les ordis quantiques #DevoxxFR https://t.co/mx0WS3LZed,fr,fr
"RT @Siin3d: Merci @rachel_orti et @msr4cloud pour ce talk passionnant sur les biais dans l’IA au @DevoxxFR 
La route est encore longue...",fr,fr
